"plot_id","BFB_500","Pst_500","Frs_500","Dvl_500","Agr_500","Wtr_500","AqV_500","RDoM_500","BFB_1000","Pst_1000","Frs_1000","Dvl_1000","Agr_1000","Wtr_1000","AqV_1000","SHV_1000","RDoM_1000","BFB_2000","Pst_2000","Frs_2000","Dvl_2000","Agr_2000","Wtr_2000","AqV_2000","RDoM_2000","SHV_2000","BFB_5000","Pst_5000","Frs_5000","Dvl_5000","Agr_5000","Wtr_5000","AqV_5000","RDoM_5000","SHV_5000"
"PONC1*",0.00344827586206897,0.0252873563218391,0.894252873563218,0.0494252873563218,0.0275862068965517,0,0,0,0.00172018348623853,0.0346903669724771,0.886467889908257,0.0690940366972477,0.00802752293577982,0,0,0,0,0.00738245412844037,0.0463732798165138,0.879085435779817,0.0581995412844037,0.00867259174311926,0,0.000286697247706422,0,0,0.00454149272902427,0.0431785861736777,0.868594889673838,0.0580531217028304,0.00759209138033855,0.0161589981191798,4.5873663929538e-05,0.000172026239735768,0.00166292031744575
"UTUA10",0.0149253731343284,0.0746268656716418,0.823191733639495,0.052812858783008,0.034443168771527,0,0,0,0.0217827457724276,0.061049011177988,0.830037259959874,0.0533104041272571,0.0338205789624534,0,0,0,0,0.0394378316363115,0.0500501936039008,0.802882546966872,0.0628137100243797,0.0448157177685358,0,0,0,0,0.0266724766644497,0.0507304543265372,0.790278191867532,0.0783891016673165,0.032727105933078,0.0199986239478935,8.02697062128753e-05,0.00112377588698025,0
"UTUA13",0.196551724137931,0.0126436781609195,0.558620689655172,0.064367816091954,0.159770114942529,0,0,0.00804597701149425,0.0909090909090909,0.0401491253226269,0.73186119873817,0.0622311442500717,0.0702609693145971,0,0,0,0.00458847146544307,0.050752688172043,0.0364874551971326,0.804587813620072,0.0496057347670251,0.0574193548387097,0,0,0.00114695340501792,0,0.052315313868948,0.0674984518703699,0.756140914199216,0.070330955712025,0.0509162633884544,0.00223618724341185,2.29352537785831e-05,0.000516043210018119,2.29352537785831e-05
"UTUA16*",0,0.0572737686139748,0.799541809851088,0.143184421534937,0,0,0,0,0,0.0567172729876826,0.854769407046691,0.0885133199656259,0,0,0,0,0,0.00229456474974903,0.0623117739853722,0.772121038290549,0.0843969597017066,0.00767245088197333,0.0712032123906497,0,0,0,0.00630661621373696,0.0556472881550281,0.780220158238734,0.109436991170737,0.0124985666781332,0.0356381148950808,0.000229331498681344,0,2.29331498681344e-05
"UTUA17*",0.0675830469644903,0.0824742268041237,0.6815578465063,0.126002290950745,0.0423825887743414,0,0,0,0.0266323024054983,0.0532646048109966,0.828465063001146,0.0744558991981672,0.0171821305841924,0,0,0,0,0.0169090778820663,0.0843304435050512,0.779752095722577,0.0947194955936089,0.024288887296697,0,0,0,0,0.013725647582245,0.0792005412285429,0.771491474503778,0.114024928619753,0.0168789918471717,0.00394454700776296,0.000240800834776227,0.000481601669552455,1.14667064179156e-05
"UTUA18",0.0114810562571757,0.101033295063146,0.761194029850746,0.123995407577497,0.00229621125143513,0,0,0,0.0326834862385321,0.0963302752293578,0.733371559633027,0.127293577981651,0.0103211009174312,0,0,0,0,0.0306722086856815,0.0971047728249964,0.720725240074531,0.121685538196933,0.0288089436720654,0.00100329654579332,0,0,0,0.0166242461764234,0.074992547751714,0.794765082204031,0.0873862099011717,0.0220127949370572,0.00327898924583247,0.000217834949897962,0.000664969847056935,5.7324986815253e-05
"UTUA2",0.0218390804597701,0.0954022988505747,0.668965517241379,0.160919540229885,0.0528735632183908,0,0,0,0.00715922107674685,0.0515463917525773,0.798969072164949,0.0985108820160367,0.0260595647193585,0.0177548682703322,0,0,0,0.0164181244622885,0.0584313163177516,0.784270146257528,0.103168913105822,0.0243045597935188,0.0134069400630915,0,0,0,0.0184616090266948,0.0700050454086781,0.821725071094395,0.0643174938079075,0.0219475277497477,0.0029469773415283,4.58673516191175e-05,0.000389872488762499,0.000160535730666911
"UTUA20*",0.0172215843857635,0.0482204362801378,0.848450057405281,0.034443168771527,0.0516647531572905,0,0,0,0.0103211009174312,0.106077981651376,0.797878440366972,0.0478784403669725,0.0335435779816514,0,0,0,0.00430045871559633,0.0354147250698975,0.109685282099075,0.711950677467919,0.0891103304896408,0.0515449136138791,0,0.000215069180586422,0.00207900207900208,0,0.042414374333513,0.0804829665982502,0.742486612927268,0.0822602653335015,0.051426998887755,0,0.000103197991079107,0.000515989955395535,0.000309593973237321
"UTUA30*",0,0.0617848970251716,0.884439359267735,0.0537757437070938,0,0,0,0,0.0114810562571757,0.0545350172215844,0.859357060849598,0.0539609644087256,0.0206659012629162,0,0,0,0,0.0409143020922901,0.0488678704499857,0.810045858412152,0.0642017770134709,0.0359701920321009,0,0,0,0,0.0281861339816068,0.0557415774143981,0.787388482443869,0.088136137421737,0.0327844414375158,0.00634130679081714,0.000275210421301287,0.00114671008875536,0
"UTUA5",0.085812356979405,0.0812356979405034,0.729977116704806,0.0320366132723112,0.0709382151029748,0,0,0,0.0596801827527127,0.0553969160479726,0.780125642490006,0.0536836093660765,0.0511136493432324,0,0,0,0,0.029951275437088,0.0421324161650903,0.829320722269991,0.0535253654342218,0.0450702206936085,0,0,0,0,0.0238512963408901,0.0523123143784329,0.791977708211497,0.0765305537399521,0.0276468632105221,0.026844175352896,0.000229339387893174,0.00060774937791691,0
"YAUC3",0.0720823798627002,0.0526315789473684,0.74141876430206,0.0526315789473684,0.0812356979405034,0,0,0,0.0614060258249641,0.0321377331420373,0.752941176470588,0.0550932568149211,0.096987087517934,0,0,0,0.00143472022955524,0.0342627768618737,0.0236542183356032,0.842018493297972,0.0519676008888252,0.045803168231668,0,0,0.00229374238405849,0,0.0185310475316782,0.0527034000344017,0.860730462702827,0.0506392982053781,0.0168568316036924,0.000149074020985035,2.29344647669285e-05,0.000366951436270856,0
"YAUC4*",0.125287356321839,0.00229885057471264,0.767816091954023,0.0275862068965517,0.0770114942528736,0,0,0,0.124426605504587,0.0126146788990826,0.720756880733945,0.0848623853211009,0.0573394495412844,0,0,0,0,0.0539668888411094,0.0348312190926682,0.811223392818749,0.0665806636565613,0.0330394897154734,0,0,0.000358345875438974,0,0.0261018154294299,0.0642453295411539,0.839627510120761,0.0516416849203528,0.017810245765336,0.000114682844593277,2.29365689186555e-05,0.000366985102698487,6.88097067559664e-05
